источники;Sources;来源
механические потери [t0, b], [н·м, н·м·с;Mechanical losses [T0, B], [Nm, Nm s];机械损耗 [T0, B], [Nm, Nm s]
коэффициент момента, н·м/а;Torque coefficient, N m/A;扭矩系数，N·m/A
коэффициент эдс, в/с;EMF coefficient, V/s;电动势系数，V/s
эцд - электрическая дуга;ECD - Electric arc;ECD-电弧
начальное сопротивление, ом;Initial resistance, Ohm;初始电阻，欧姆
модель;Model;模型
постоянная времени касси, с;Cassie time constant, s;卡西时间常数，s
напряжение дуги касси, в;Cassie arc voltage,;卡西电弧电压，
эцд - короткозамыкатель 3-фазный (1 л. сх.);ECD - 3-phase short circuiter (1 l. sh.);ECD - 三相短路器（1 l. sh.）
замыкание фазы а;Phase A short circuit;A相短路
замыкание фазы b;Phase B Short;B相短路
замыкание фазы c;Closing phase C;结束阶段C
замыкание на землю;Ground fault;接地故障
массив состояний;State array;状态数组
массив времён, с;Array of times, s;时间数组，s
сопротивление замыкания, ом;Circuit resistance, Oh;电路电阻，哦
сопротивление замыкания на землю, ом;Ground fault resistance, Oh;接地故障电阻，Oh
сопротивление открытого ключа, ом;Public key resistance, Ohm;公钥电阻，欧姆
эцд - выключатель переменного тока 3-фазный (1 л. сх.);ECD - AC switch 3-phase;ECD - 三相交流开关
эцд - ключ 3-фазный (1 л. сх.);ECD - Key 3-phase (1 l. sh.);ECD - 钥匙 3 相（1 l. sh.）
визуализация 3d;3D visualization;3D可视化
визуализация 3d - просмотрщик;Visualization 3D - Viewer;可视化 3D - 查看器
визуализация 3d - объект;Visualization 3D - Objec;可视化 3D - 对象
интервал перерисовки 3d-модели, с;3D model redrawing interval, s;3D模型重绘间隔，s
положение лск;LSK positio;LSK位置
углы эйлера лск центра масс в гск,;Euler angles of the LCS of the center of mass in the HCS, °;HCS 质心的 LCS 欧拉角，°
координаты лск центра масс в гск;Coordinates of the LCS of the center of mass in the HCS;LCS 质心在 HCS 中的坐标
параметры визуализации;Visualization options;可视化选项
имена визуализируемых параметров;Rendered Parameter Names;渲染的参数名称
тип графического 3d-примитива;Type of 3D graphics primitive;3D 图形基元的类型
сфера;Spher;球体
углы эйлера лск 3d-объекта в лск родителя, °;Euler angles of the LCS of the 3D object in the LCS of the parent, °;父级 LCS 中 3D 对象的 LCS 的欧拉角，°
координаты лск 3d-объекта в лск родител;3D object LCS coordinates in parent LCS;父 LCS 中的 3D 对象 LCS 坐标
положение в лск и геометрия;Position in LCS and geometry;LCS 中的位置和几何结构
число элементов разбиения;Number of split elements;分割元件数量
координата x в лск;X coordinate in LCS;LCS 中的 X 坐标
координата y в лск;Y coordinate in LCS;LCS 中的 Y 坐标
координата z в лск;Z coordinate in LCS;LCS 中的 Z 坐标
геометрия сечения;Section geometry;截面几何形状
число элементов разбиения 3d-объекта, при превышении которого использовать наложение текстуры;The number of elements of a 3D object split, above which texture mapping should be use;3D 对象分割的元素数量，超过该数量应使用纹理映射
цвет 3d-объекта в режиме визуализации;3D object color in render mod;渲染模式中的 3D 对象颜色
согласно полю распределния параметр;According to the parameter distribution field;根据参数分布场
из свойства;From property;来自财产
усеченный конус;Frustum;一块
цилиндр;Cylinder;圆柱
параллелепипед;Parallelepiped;平行六面体
критерий функционирования;Functioning criterion;功能标准
блок;Block;堵塞
узел;Knot;结
агрегация sara;SARA aggregation;SARA聚合
несовместные режимы;Incompatible modes;不兼容的模式
простые (классические) блоки;Simple (classic) blocks;简单（经典）块
критерий функционирования sara;SARA Performance Criteria;SARA 绩效标准
логический критерий;Boolean criterion;布尔准则
субмодель sara;Submodel SARA;SARA子模型
простой блок sara;Simple block SARA;简单块SARA
наработка до отказа;Time to failure;失败时间
восстанавливаемый;Recoverable;可恢复
вероятность восстановления;Probability of Recovery;康复概率
время восстановления;Recovery time;恢复时间
подсистема;Subsystem;子系统
зона размещения;Placement area;放置区
стойкость;Fortitude;刚毅
уравнение;The equation;等式
надпись;Inscription;题词
стомость отказа (за ед.);Refusal cost (per unit);拒绝成本（每单位）
стомость ремонта (за ед. вр.);Repair cost (per unit time);维修费用（单位时间）
простой узел sara;Simple SARA knot;简单的SARA结
может отказать;May refuse;可能会拒绝
простая ссылка sara;Simple SARA Link;简单的 SARA 链接
переменная работоспособности;Health variable;健康变量
несовместные режимы sara;Incompatible SARA modes;不兼容的 SARA 模式
переменные;Variables;变量
трансформатор;Transformer;变压器
ключ;Key;钥匙
бак;Tank;坦克
клапан;Valve;阀门
обратный клапан;check valve;止回阀
теплообменник;heat exchanger;热交换器
генератор (простой) sara;Generator (simple) SARA;发电机（简单）SARA
простой трансформатор 2 sara;Simple transformer 2 SARA;简单变压器2 SARA
ключ (простой) sara;Key (simple) SARA;钥匙（简单）SARA
насос (простой) sara;Pump (simple) SARA;泵（简单）SARA
простой бак sara;Simple tank SARA;简易坦克SARA
простой клапан sara;Simple valve SARA;简单阀门 SARA
